id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1587260767279239169,1587260767279239169,2022-10-31 21:50:31 EDT,2022-10-31,21:50:31,-400,705462126861627392,browninfosecguy,Sonny 🇨🇦🎃🙀🪅,,Folks time to make sure to Patch OpenSSL 3.0 and above!! #InfoSec   Qualys Research Alert: Prepare for a Critical Vulnerability in OpenSSL 3.0  https://t.co/sjRHuwGO07 via @qualys,en,"[{'screen_name': 'qualys', 'name': 'qualys', 'id': '20260123'}]",['https://blog.qualys.com/vulnerabilities-threat-research/2022/10/31/qualys-research-alert-prepare-for-a-critical-vulnerability-in-openssl-3-0'],[],0,0,1,['infosec'],[],https://twitter.com/browninfosecguy/status/1587260767279239169,False,,0,,,,,,,,[],,,,
1587255188326432768,1587255188326432768,2022-10-31 21:28:21 EDT,2022-10-31,21:28:21,-400,52083817,jperezp_bos,Javier Perez,,New OpenSSL update with a fix for critical vulnerability,en,[],[],[],0,0,0,[],[],https://twitter.com/jperezp_bos/status/1587255188326432768,False,https://twitter.com/iamamoose/status/1584908434855628800,0,,,,,,,,[],,,,
1587245763825782784,1587245763825782784,2022-10-31 20:50:54 EDT,2022-10-31,20:50:54,-400,142512843,itkq,いたこ,,"&gt; if you’re using a version of OpenSSL lower than 3.0, you should be unaffected for now. / Checkout New OpenSSL critical vulnerability: What you need to know  https://t.co/H7Kkg9pjWJ",en,[],['https://snyk.io/blog/new-openssl-critical-vulnerability/'],[],0,0,0,[],[],https://twitter.com/itkq/status/1587245763825782784,False,,0,,,,,,,,[],,,,
1587244381572337665,1587244381572337665,2022-10-31 20:45:24 EDT,2022-10-31,20:45:24,-400,79479524,nmantani,Nobutaka Mantani,,This Repology website provides the list of OpenSSL packages versions for various operating systems. You can find operating system versions that are affected with the new critical vulnerability of OpenSSL version 3.  https://t.co/5bF2R9S4ER,en,[],['https://repology.org/project/openssl/versions'],[],0,0,0,[],[],https://twitter.com/nmantani/status/1587244381572337665,False,,0,,,,,,,,[],,,,
1587232932535701504,1587232932535701504,2022-10-31 19:59:55 EDT,2022-10-31,19:59:55,-400,30622270,ndndd,slubman,,« Qualys Research Alert: Prepare for a Critical Vulnerability in OpenSSL 3.0 » —  https://t.co/jyHf6bzTzO,en,[],['https://blog.qualys.com/category/vulnerabilities-threat-research'],[],0,0,0,[],[],https://twitter.com/ndndd/status/1587232932535701504,False,,0,,,,,,,,[],,,,
1587217895683227650,1587217895683227650,2022-10-31 19:00:10 EDT,2022-10-31,19:00:10,-400,759726559,umichtech,UMich ITS,,ITS IA Alert: Patch OpenSSL versions 3.0 or later for critical vulnerability starting November 1.  https://t.co/gg18BGYqEN  https://t.co/cRveAGOqM0,en,[],['https://myumi.ch/pZAW2'],['https://pbs.twimg.com/media/FgbuQ7MWIAQ1Lvs.jpg'],0,1,3,[],[],https://twitter.com/umichTECH/status/1587217895683227650,False,,1,https://pbs.twimg.com/media/FgbuQ7MWIAQ1Lvs.jpg,,,,,,,[],,,,
1587214189810143235,1587214189810143235,2022-10-31 18:45:26 EDT,2022-10-31,18:45:26,-400,3204429382,hackingtutors,Hacking tutorials,,OpenSSL 3.0.7 patches Critical Vulnerability - Hacking Tutorials  https://t.co/zGVO8gUhXL,en,[],['https://www.hackingtutorials.org/general-tutorials/openssl-3-0-7-patches-critical-vulnerability/'],[],0,1,7,[],[],https://twitter.com/HackingTutors/status/1587214189810143235,False,,0,,,,,,,,[],,,,
1587195899201175554,1587195899201175554,2022-10-31 17:32:45 EDT,2022-10-31,17:32:45,-400,1086675143462670338,alexagm33043450,Alexa Gómez,,Critical vulnerability in OpenSSL 3.0 and later. affects thousands of applications  https://t.co/o3r5RNILDc,en,[],['https://ift.tt/f4e7DBV'],[],0,0,0,[],[],https://twitter.com/AlexaGm33043450/status/1587195899201175554,False,,0,,,,,,,,[],,,,
1587195717566742534,1587195717566742534,2022-10-31 17:32:02 EDT,2022-10-31,17:32:02,-400,184776316,tresronours,tresronours cybersec,,"""OpenSSL - what is the critical undisclosed vulnerability?"" OpenSSL now has a new and critical vulnerability affecting certain OpenSSL3 releases. Here's what we know about this OpenSSL vulnerability. Are you ready for it ?  connect… https://t.co/aSlwQyl4w3  https://t.co/368JtbVecV",en,[],"['https://lnkd.in/e5Fk_6sw', 'https://lnkd.in/eupxs6y2']",[],0,0,0,[],[],https://twitter.com/tresronours/status/1587195717566742534,False,,0,,,,,,,,[],,,,
1587193966939742210,1587193966939742210,2022-10-31 17:25:05 EDT,2022-10-31,17:25:05,-400,743739751044288513,claroty,Claroty,,"The OpenSSL Project tomorrow is scheduled to release version 3.0.7 of the popular open source encryption library that patches a critical vulnerability, the first disclosed and addressed by OpenSSL in six years. Read about it here:  https://t.co/eJxTJKNMkA  https://t.co/jak92jkS3l",en,[],['https://okt.to/FJ0q87'],['https://pbs.twimg.com/media/FgbYgGoXoAIuDmY.jpg'],0,0,8,[],[],https://twitter.com/Claroty/status/1587193966939742210,False,,1,https://pbs.twimg.com/media/FgbYgGoXoAIuDmY.jpg,,,,,,,[],,,,
1587191735511285760,1587191735511285760,2022-10-31 17:16:12 EDT,2022-10-31,17:16:12,-400,14911426,kentonsmith,Kenton Smith,,What you need to know about the OpenSSL 3.0.x critical vulnerability  https://t.co/rzW3GLHHKr,en,[],['https://buff.ly/3FtWKIJ'],[],0,0,0,[],[],https://twitter.com/kentonsmith/status/1587191735511285760,False,,0,,,,,,,,[],,,,
1587184091056803841,1587184091056803841,2022-10-31 16:45:50 EDT,2022-10-31,16:45:50,-400,1518632963084361730,fridaysecurity,Friday Security News,,🗣 Critical vulnerability in OpenSSL 3.0 and later. affects thousands of applications  https://t.co/qS8mFklI5w  #security #cybernews #cybersecurity #fridaysecurity #linkedin #twitter #telegram,en,[],['https://www.securitynewspaper.com/2022/10/31/critical-vulnerability-in-openssl-3-0-and-later-affects-thousands-of-applications/'],[],0,0,0,"['security', 'cybernews', 'cybersecurity', 'fridaysecurity', 'linkedin', 'twitter', 'telegram']",[],https://twitter.com/fridaysecurity/status/1587184091056803841,False,,0,,,,,,,,[],,,,
1587177944585469952,1587177944585469952,2022-10-31 16:21:24 EDT,2022-10-31,16:21:24,-400,2279446633,aptiblestatus,Aptible Status,,"[status] Monitoring: OpenSSL has announced a critical vulnerability [0] for which a patch will be released tomorrow, November 1, 2022 between 13:00 and 17:00 UTC. The nature of the vulnerability has not been disclosed, but based on ho…  https://t.co/JSKSYHK4wo",en,[],['https://stspg.io/hq98c485xkzy?u=rh0mq8ccdrxn'],[],0,0,0,[],[],https://twitter.com/aptiblestatus/status/1587177944585469952,False,,0,,,,,,,,[],,,,
1587175378904240130,1587175378904240130,2022-10-31 16:11:13 EDT,2022-10-31,16:11:13,-400,105041593,jc_vazquez,Juan Carlos Vázquez ,,💡@SentinelOne customers have instant visibility of OpenSSL versions within their organization. Check out this blog to understand the risks on this critical vulnerability in OpenSSL 3.0.x.  https://t.co/3tHidslv69 #infosec #SecOps,en,"[{'screen_name': 'sentinelone', 'name': 'sentinelone', 'id': '1078221296'}]",['https://bit.ly/3WunMps'],[],0,0,1,"['infosec', 'secops']",[],https://twitter.com/jc_vazquez/status/1587175378904240130,False,,0,,,,,,,,[],,,,
1587174400775708672,1587174400775708672,2022-10-31 16:07:20 EDT,2022-10-31,16:07:20,-400,1145097208771022848,ermeticsec,Ermetic,,The #OpenSSL team announced a new version to address a critical vulnerability in versions 3.0.0 &amp; higher. @arieitan explains how to detect which OpenSSL version you’re running &amp; if your org is exposed to the vulnerability - &amp; what to do about it.  https://t.co/bs26wjyXlc,en,"[{'screen_name': 'arieitan', 'name': 'ari eitan', 'id': '735076177967222784'}]",['https://hubs.li/Q01r41hR0'],[],0,5,5,['openssl'],[],https://twitter.com/ErmeticSec/status/1587174400775708672,False,,0,,,,,,,,[],,,,
1587173035303657472,1587173035303657472,2022-10-31 16:01:54 EDT,2022-10-31,16:01:54,-400,981141624368648193,ironshareuk,Ironshare,,#OpenSSL 3 Critical #Vulnerability   What Do Organizations Need To Do Now? - SentinelOne  https://t.co/MohQB1edvm,en,[],['https://www.sentinelone.com/blog/openssl-3-critical-vulnerabililty-what-do-organizations-need-to-do-now/'],[],0,0,0,"['openssl', 'vulnerability']",[],https://twitter.com/IronshareUK/status/1587173035303657472,False,,0,,,,,,,,[],,,,
1587157452876705792,1587157452876705792,2022-10-31 14:59:59 EDT,2022-10-31,14:59:59,-400,966443944211984384,mergebasesecure,MergeBase,,"🚨OpenSSL will issue a patch for a critical vulnerability tomorrow, and here is what you should know about it:  https://t.co/0Jzh5Ca59k  #openssl #appsec",en,[],['https://hubs.ly/Q01r3glr0'],[],0,2,1,"['openssl', 'appsec']",[],https://twitter.com/MergeBaseSecure/status/1587157452876705792,False,,0,,,,,,,,[],,,,
1587148869699506176,1587148869699506176,2022-10-31 14:25:52 EDT,2022-10-31,14:25:52,-400,476149882,nuria_imeq,"Sí, soy yo",,OpenSSL Release Patches Critical Vulnerability - GlobalSign  https://t.co/wLngp6ySLb,en,[],['https://www.globalsign.com/en/blog/urgent-patch-openssl-november-1-avoid-critical-security-vulnerability'],[],1,0,0,[],[],https://twitter.com/nuria_imeq/status/1587148869699506176,False,,0,,,,,,,,[],,,,
1587144153023905792,1587144153023905792,2022-10-31 14:07:08 EDT,2022-10-31,14:07:08,-400,1549583370786447360,cyberoutlook,Cyber Outlook,,"Be on the lookout for the OpenSSL patch to address the new Critical vulnerability they warned of last week. The info provided was vague so this hasn't been in the spotlight, but after the release tomorrow 1300-1700 UTC it's sure to draw major attention.  https://t.co/bdaz3B2Wjd  https://t.co/oKBGdI7y6B",en,[],['https://bit.ly/3fkhh7T'],['https://pbs.twimg.com/media/FgarMfVWAAU0zwJ.jpg'],0,0,2,[],[],https://twitter.com/CyberOutlook/status/1587144153023905792,False,,1,https://pbs.twimg.com/media/FgarMfVWAAU0zwJ.jpg,,,,,,,[],,,,
1587137041967349760,1587137041967349760,2022-10-31 13:38:53 EDT,2022-10-31,13:38:53,-400,1543911679897260032,exploit_daily,Exploit Daily,,OpenSSL - New Critical Security Vulnerability   https://t.co/xT0keCnEAI   #openssl #critical #vulnerability #security #cybersecurity #infosec #secops #threats,en,[],['https://medium.com/@exploit_daily/openssl-new-critical-security-vulnerability-f96d10a132e4'],[],0,0,0,"['openssl', 'critical', 'vulnerability', 'security', 'cybersecurity', 'infosec', 'secops', 'threats']",[],https://twitter.com/exploit_daily/status/1587137041967349760,False,,0,,,,,,,,[],,,,
