id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1586221734797115392,1586221734797115392,2022-10-29 01:01:46 EDT,2022-10-29,01:01:46,-400,14335498,newsycombinator,Hacker News Bot,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/YSrTYH8KJv,en,[],['https://www.globalsign.com/en/blog/urgent-patch-openssl-november-1-avoid-critical-security-vulnerability'],[],0,0,2,[],[],https://twitter.com/newsycombinator/status/1586221734797115392,False,,0,,,,,,,,[],,,,
1586220059957100545,1586220059957100545,2022-10-29 00:55:07 EDT,2022-10-29,00:55:07,-400,1308859019033968640,betterhn20,Hacker News 20,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/m9WYAqw9mC ( https://t.co/vksbNgVzYR),en,[],"['https://www.globalsign.com/en/blog/urgent-patch-openssl-november-1-avoid-critical-security-vulnerability', 'https://news.ycombinator.com/item?id=33380500']",[],0,0,0,[],[],https://twitter.com/betterhn20/status/1586220059957100545,False,,0,,,,,,,,[],,,,
1586213986227437568,1586213985128431616,2022-10-29 00:30:59 EDT,2022-10-29,00:30:59,-400,1449776645271957504,hacker__news,Hacker News,,A critical vulnerability has been discovered in current versions of OpenSSL and will need to be patched immediately.,en,[],[],[],0,0,0,[],[],https://twitter.com/Hacker__News/status/1586213986227437568,False,,0,,,,,,,,[],,,,
1586207203606040577,1586207203606040577,2022-10-29 00:04:02 EDT,2022-10-29,00:04:02,-400,38374100,winsontang,Winson Tang,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/CLhfbzsghE,en,[],['https://www.globalsign.com/en/blog/urgent-patch-openssl-november-1-avoid-critical-security-vulnerability?utm_source=dlvr.it&utm_medium=twitter'],[],0,0,0,[],[],https://twitter.com/winsontang/status/1586207203606040577,False,,0,,,,,,,,[],,,,
1586207196018245634,1586207196018245634,2022-10-29 00:04:00 EDT,2022-10-29,00:04:00,-400,23367384,knelsonvsi,Keith Nelson,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/Fo6tYaR9ku  3,en,[],['https://ift.tt/ybkG4rX'],[],0,0,0,[],[],https://twitter.com/knelsonvsi/status/1586207196018245634,False,,0,,,,,,,,[],,,,
1586207047724535808,1586207047724535808,2022-10-29 00:03:25 EDT,2022-10-29,00:03:25,-400,3153011014,terrypferguson,Terry Ferguson,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/XqfUmZCaOQ  3,en,[],['https://ift.tt/L8A4rpd'],[],0,0,0,[],[],https://twitter.com/terrypferguson/status/1586207047724535808,False,,0,,,,,,,,[],,,,
1586206258599759872,1586206258599759872,2022-10-29 00:00:16 EDT,2022-10-29,00:00:16,-400,1181481640532406272,radoncnotes,Abhishek Puri,,Urgent Upcoming OpenSSL release patches critical vulnerability  https://t.co/NvYQ0Oo3AY  3,en,[],['https://ift.tt/hkXineV'],[],0,0,0,[],[],https://twitter.com/radoncnotes/status/1586206258599759872,False,,0,,,,,,,,[],,,,
1586199632551501824,1586199632551501824,2022-10-28 23:33:57 EDT,2022-10-28,23:33:57,-400,713973,itpro,IT Pro,,"Second-ever OpenSSL critical vulnerability teased, 10 years after Heartbleed  https://t.co/3nMjckROJP",en,[],['https://trib.al/gAdiZaZ'],[],0,0,0,[],[],https://twitter.com/ITPro/status/1586199632551501824,False,,0,,,,,,,,[],,,,
1586160907364990977,1586160907364990977,2022-10-28 21:00:04 EDT,2022-10-28,21:00:04,-400,429580982,sec_cyber,𝗛𝘂𝗺𝗮𝗻 𝗙𝗶𝗿𝗲𝘄𝗮𝗹𝗹,,OpenSSL critical #vulnerability will soon be patched with an update –  https://t.co/9Lx1NOahqI  https://t.co/RDwJPxKhKR,en,[],"['http://2-Spyware.com', 'https://www.securecybersolution.com/openssl-critical-vulnerability-will-soon-be-patched-with-an-update-2-spyware-com/']",[],0,0,0,['vulnerability'],[],https://twitter.com/Sec_Cyber/status/1586160907364990977,False,,0,,,,,,,,[],,,,
1586149454591447040,1586149454591447040,2022-10-28 20:14:33 EDT,2022-10-28,20:14:33,-400,4179007109,it_schutz,IT-Sicherheit,,OpenSSL Project Notification on Critical Vulnerability Fixed in Version 3.0.7  https://t.co/MtBI0AsVZD,en,[],['https://bit.ly/3DkmW5L'],[],0,0,0,[],[],https://twitter.com/it_schutz/status/1586149454591447040,False,,0,,,,,,,,[],,,,
1586145804359811074,1586145804359811074,2022-10-28 20:00:03 EDT,2022-10-28,20:00:03,-400,739490309156003844,bobe_bot,Bobe'bot,,OpenSSL Project Notification on Critical Vulnerability Fixed in Version 3.0.7 (Latest articles about Ongoing threats)  https://t.co/vLZOYFgj1d,en,[],['https://gixtools.net/2022/10/openssl-project-notification-on-critical-vulnerability-fixed-in-version-3-0-7/'],[],0,0,0,[],[],https://twitter.com/Bobe_bot/status/1586145804359811074,False,,0,,,,,,,,[],,,,
1586138901940502528,1586138901940502528,2022-10-28 19:32:37 EDT,2022-10-28,19:32:37,-400,1532641013835374592,politictriangle,Political Triangle,,OpenSSL update to fix critical vulnerability | IT World Canada News  https://t.co/3LMHwVhJP5,en,[],['https://politicaltriangle.com/openssl-update-to-fix-critical-vulnerability-it-world-canada-news/'],[],0,0,0,[],[],https://twitter.com/PoliticTriangle/status/1586138901940502528,False,,0,,,,,,,,[],,,,
1586128468097617920,1586128468097617920,2022-10-28 18:51:10 EDT,2022-10-28,18:51:10,-400,931174817755222016,finitestateinc,Finite State,,"***Critical Vulnerability Alert*** Do you know where your OpenSSL 3.0.x instances are? Next Tuesday, OpenSSL will release details and patches for a critical vulnerability announced this week.  Read our perspective here:  https://t.co/26ARSHmWqI",en,[],['https://hubs.ly/Q01q-zZ30'],[],0,2,1,[],[],https://twitter.com/FiniteStateInc/status/1586128468097617920,False,,0,,,,,,,,[],,,,
1586124381167579136,1586124381167579136,2022-10-28 18:34:55 EDT,2022-10-28,18:34:55,-400,2176135718,hari_holla,Hari Holla,,Learn how to identify and prioritize assets for remediation against the new OpenSSL ‘critical’ vulnerability using the @CrowdStrike Falcon modules.    https://t.co/c48AW8WStB,en,"[{'screen_name': 'crowdstrike', 'name': 'crowdstrike', 'id': '368621253'}]",['https://www.crowdstrike.com/blog/discovering-the-critical-open-ssl-vulnerability-with-falcon-platform/'],[],1,0,1,[],[],https://twitter.com/hari_holla/status/1586124381167579136,False,,0,,,,,,,,[],,,,
1586120695771185153,1586120695771185153,2022-10-28 18:20:17 EDT,2022-10-28,18:20:17,-400,1638147252,jexens,JEXENS,,OpenSSL Project Notification on Critical Vulnerability Fixed in Version 3.0.7  https://t.co/0SesrzUP6u,en,[],['https://ift.tt/MlyYvkF'],[],0,0,0,[],[],https://twitter.com/jexens/status/1586120695771185153,False,,0,,,,,,,,[],,,,
1586112610679808000,1586112610679808000,2022-10-28 17:48:09 EDT,2022-10-28,17:48:09,-400,3141472779,poseidontpa,Poseidon,,OpenSSL Project Notification on Critical Vulnerability Fixed in Version 3.0.7  https://t.co/M5FMDAAQuU,en,[],['https://poseidon-us.com/2022/10/28/openssl-project-notification-on-critical-vulnerability-fixed-in-version-3-0-7/'],[],0,0,0,[],[],https://twitter.com/PoseidonTPA/status/1586112610679808000,False,,0,,,,,,,,[],,,,
